KB0Y8,9OK1,Dining room,2,7,Yes,"A person is in a dining room holding a bag near a table, after looking inside of it they get frustrated and throw it on the floor.",bag;counter;floor,"Person picks up purse from counter, opens it, looks into it, then throws it to the floor",c020 0.00 8.90;c021 0.00 4.50;c024 4.80 9.00;c126 4.80 9.00,8.50
Z5JZD,EE32,Pantry,5,3,No,A person is grasping medicine while standing in a pantry. The person is running their hands over various items until they stop and pick up a bag from the shelf.,bag;closet/cabinet;door;food;groceries;shelf,A person is putting some groceries in a bag away. The person then closes the pantry door.;A person takes a bag of groceries and takes the items out and puts them on a shelf.  That same person then closes the door to the cabinet and leaves,c081 6.30 19.80;c021 3.20 8.30;c008 1.30 7.00;c020 0.00 27.20;c006 19.90 25.70;c130 3.40 16.30;c063 0.60 19.20;c061 6.20 19.00;c062 0.60 23.70;c112 20.20 26.50;c113 1.30 7.20,27.17
G5ZOK,D0RU,Other,5,4,No,"A person is sitting in the living room, sneezing while holding the medicine bag.",bag;qtip;tissie,a man is sitting on a bench. he cleans in ear with a q-tip. the man blows his nose repeatedly.,c153 3.80 13.20;c021 10.00 18.60,32.42
L11YV,PKND,Garage,7,7,Yes,A person in a garage who is holding a pillow and a bag of groceries sneezes.,bag;car;groceries;pillow,"A person standing next to a car shouts something, then shakes a plastic bag and pillow, then rifles through the bag for a moment before brushing something off the car.",c020 2.70 7.60;c021 17.30 22.90,32.08
0BXRP,AH2J,Kitchen,7,7,Yes,"One person grasps a bag of groceries by the sink and opens it up. Then, this person starts cooking at the stove.",bag;food;groceries;stove,A person is taking groceries out of a bag and then they are starting the stove.,c130 1.90 22.60;c021 0.00 7.10;c147 19.40 28.00;c020 0.00 6.70;c062 5.00 10.70;c062 8.10 13.30;c062 11.10 16.60;c063 3.80 9.00;c063 7.00 12.40;c063 10.80 15.30;c022 16.60 21.70,27.42
U2SJH,2RTW,Living room,6,6,Yes,"A person lies on the floor, playing with their laptop. The person moves to a nearby sofa, and continues to play while eating a bag of chips.",bag;chips;couch;floor;food;laptop;table,This person is laying flat on his stomach on a carpeted floor. Picks up laptop and walks over to the couch and starts eating chips while sitting on the couch being on the laptop.,c052 0.00 13.30;c124 0.00 13.60;c156 16.80 32.00;c151 12.10 18.70;c154 8.10 15.00;c009 13.80 20.50;c011 15.00 32.00;c014 23.70 32.00;c047 9.30 20.20;c050 9.30 20.80;c021 17.50 23.00;c062 20.20 26.80;c049 9.60 20.80;c123 12.90 32.00;c063 17.60 26.50;c009 18.80 24.20;c011 15.60 20.10;c014 14.70 30.50,30.58
8ML3S,PKND,Closet / Walk-in closet / Spear closet,6,7,Yes,A person is running around their closet. They start taking some bags out of the closet and then look into the mirror.,bag;clothes;mirror;shelf,"A person is jogging around a room, then stops and rummages through a closet. The person picks up and reaches into a plastic bag.",c020 4.80 24.40;c021 4.30 9.40;c023 3.20 8.80;c150 0.00 7.20;c152 4.80 32.00;c001 10.90 15.70;c001 16.00 20.90;c000 4.10 26.30;c081 10.80 15.50;c081 16.00 21.10,31.46
78R4Y,DXDI,Basement (A room below the ground floor),4,7,Yes,A person is putting away groceries in refrigerator before closing its door.,bag;door;floor;food;groceries;grocery items;refrigerator;shelf;shelves,"The person opens the refrigerator door and places items from a bag onto the shelves then wads up the bag before closing the door.;A person open the refrigerator, removes groceries from a bag and puts it in the refrigerator.",c006 12.00 17.00;c142 12.00 17.00;c021 1.00 6.00;c130 1.60 6.70;c008 0.40 5.40;c143 0.00 4.70;c020 0.00 3.70;c024 11.00 15.40;c022 9.80 15.60;c063 3.30 14.70;c081 3.20 15.40;c126 11.20 15.50;c061 5.40 12.50;c062 1.70 13.80,17.71
4MUXJ,6RE8,Kitchen,5,4,Yes,A person is taking groceries out of a bag and fixing the door in a pantry.,bag;door;groceries,"A person is holding a bag of groceries. A person begins putting items in the bag. A person then puts the bag down, and closes the door.",c008 23.70 29.10;c021 5.90 11.70;c130 8.50 13.90;c006 25.70 31.00;c020 0.90 25.70;c022 18.10 23.60,30.42
O76N2,H8N1,Bathroom,7,7,Yes,A person is tidying up the bathroom by putting all the trash on the table into a bag. They are working very hard on this task.,bag;table,"A person opens a bag and puts some items into it, before putting the bag on a table.",c009 15.70 24.20;c021 0.00 9.50;c023 0.00 5.60,24.54
1MD1H,4YWP,Living room,6,6,Yes,"A person awakens on the sofa in a living room. The person, still lying there, removes their shoes, and grabs a bag from a nearby shelf.",bag;blanket;clothes;floor;pillow;shoe;sofa,A person is sleeping on a couch with a blanket and pillow they wake up take off their shoes and go over to a table and grab a bag then they sit back down on the couch.,c020 21.10 33.00;c122 0.00 15.50;c146 6.60 13.50;c023 21.10 27.20;c154 19.10 27.90;c057 11.50 19.20;c073 10.80 18.10;c155 15.40 22.30;c021 22.90 31.80;c070 8.40 12.60;c072 0.00 11.90;c151 27.90 33.00;c078 0.00 9.30;c126 13.30 18.10;c123 28.40 33.00;c074 9.20 14.50;c058 13.00 23.00,32.50
MLBTH,2RTW,Living room,6,6,Yes,"A person opens a laptop, then starts to eat some groceries left on the coffee table.",bag;desk;food;groceries;laptop;sofa;table,A person is sitting on a sofa at a desk. The person opens up a laptop. The person then opens and eats a bag of food from a bag of groceries while looking at the computer.;A person sits on a sofa and opens a laptop. The person grabs food out of a bag and begins eating.,c011 0.00 32.00;c048 0.00 8.00;c051 4.00 32.00;c156 15.90 32.00;c021 13.00 21.00;c061 10.90 18.80;c062 17.90 23.10;c123 0.00 32.00;c063 9.50 15.60,30.54
JI705,25TD,Laundry room,6,7,Yes,"A person is laughing as they try to do their homework. The person stands up and stretches, then takes a bag of food from the nearby shelf.",bag;book;food;homework;paper;shelf,A person sits on a chair doing homework and laughing. The person gets up and pulls a bag out of a cabinet.,c115 0.00 16.10;c063 20.60 26.60;c149 4.90 15.10;c062 18.00 32.00;c020 20.20 32.00;c154 10.80 18.70;c023 18.50 32.00;c029 3.70 13.90;c021 18.50 32.00;c152 3.50 16.10;c145 0.00 14.40;c116 10.50 17.00,30.54
0WU7S,3VLX,Pantry,6,7,Yes,A person grasps the doorknob on a cabinet in a pantry and they open the cabinet and remove a bag of chips and they start eating the chips.,bag;cabinet;doorknob;food,A person takes a bag from a cabinet.,c023 6.20 11.50;c113 3.10 8.20;c156 17.70 34.00;c141 3.40 9.20;c112 8.00 14.50;c020 5.90 34.00;c021 10.60 17.10;c061 15.20 22.30;c061 16.90 29.00,32.71
4WX0H,YMXV,Bedroom,3,4,Yes,A person is snuggling with a blanket while a other person is laughing into a bag.,bag;bed;blanket,A person dresses in a blanket while another person sits on a bed and repeatedly stinks their head into a bag while laughing.;A person is wrapping themselves in a blanket while another person is putting their head in a bag and laughing.,c149 15.50 27.20;c135 14.60 33.00;c021 14.10 19.20,31.62
9OH7W,M794,Living room,6,7,Yes,A person is tidying a blanket that is on a chair.  Then a person is eating something that a person gets out of a bag.,bag;blanket;chair;clothes;food;something,"This person is folding a blanket on a couch, then eats a snack.",c020 16.00 32.20;c021 16.10 22.60;c075 0.00 16.00;c156 21.30 31.50;c071 11.60 18.20,32.08
WTMMC,UTMU,Laundry room,7,7,Yes,"A person is pouring detergent into a washer, then throwing clothes in washer and then drinking from a glass on the shelf in a laundry room.",bag;clothes;cup;dryer;glass;shelf;washer,"A person walks into a laundry room, pours laundry soap into a washer, then stuffs clothing into the washer. They take a drink from a cup and walk out of the room.",c106 39.70 50.00;c001 17.10 43.40;c002 15.40 30.60;c005 15.10 42.50;c004 15.40 41.60;c023 15.10 20.20;c021 15.40 20.20;c000 16.20 22.00;c000 25.80 32.10;c000 30.10 35.90;c020 14.80 20.20,57.83
7JZTY,XXN8,Kitchen,6,6,Yes,"A person sits at the dining room table, eating from a bag of food. The person smiles.",bag;bottle;cup;food;table,"A person is taking food out of a bag, eats the food, smiles, drinks from a bottle of water, smiles, and then puts the food back into the bag.;Person taking food from lunch bag, eating some, putting it back into the lunch bag, and then takes a drink from a soda bottle.",c063 0.60 6.00;c021 1.00 10.30;c156 6.00 14.00;c106 21.90 31.50;c061 5.50 10.80;c011 0.00 33.00;c149 12.90 19.00;c149 19.00 25.50;c152 12.90 18.80;c152 19.10 25.40,31.67
FM078,L4ZP,Kitchen,6,6,Yes,A person is tidying up the room.  The person lays a bag of coffee on a shelf.  The person takes groceries out of a bag and adds them to the shelf.,bag;box;closet/cabinet;dish;groceries;shelf;table,A person goes over to the table and tidys up the table then goes over to the counter and puts a box in the cabinet and takes groceries out of a bag and puts them away,c130 11.50 34.30;c021 30.10 36.20;c081 16.00 31.90;c042 12.30 19.40;c114 12.90 39.10;c113 12.70 19.80;c113 17.20 31.70;c112 27.70 31.90;c012 0.20 12.40;c119 0.90 7.30;c009 4.80 9.80,39.04
JSY2I,X5XO,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,The person is standing by a door and then sneezing into a bag of groceries in the entryway.,bag;door;groceries,a person opened and then closed a door. the person then stood for a moment and then sneezed.,c006 3.70 12.70;c008 0.00 6.90;c020 0.00 31.80;c006 0.00 8.60;c021 18.20 26.50;c153 9.60 16.40;c141 0.40 8.60;c097 0.00 6.00,30.54
X5YL3,BYF9,Kitchen,6,7,Yes,A person holding a bag throws food into a refrigerator.,bag;food;green beans;groceries;refrigerator,a person with bags in their hands opens the refrigerator and takes groceries out of the bag and into the refrigerator.;A person holding a bag opens the refrigerator and places produce from the bag in the refrigerator. The person accidentally drops green beans on the floor in the process of placing the produce in the refrigerator and looks at the green beans as the person closes the refrigerator door.,c020 0.00 19.00;c062 5.40 14.80;c130 5.40 14.80;c020 0.00 2.80;c143 0.00 2.70;c142 13.00 19.00;c021 2.70 7.60;c061 5.70 10.50,18.38
WXMTI,9PLL,Bedroom,4,7,Yes,"One person puts a pair of shoes into a bag, then grasps a box and smiles.",bag;box;floor;shoe,"A person is holding a bag and putting shoes inside, they then begin to pick up a heavy box and smile.",c040 14.10 20.30;c020 0.00 3.30;c021 0.00 4.30;c054 0.80 8.60;c152 15.70 24.10;c127 0.00 8.60;c043 8.50 20.20,32.71
2CR09,RJOM,Garage,5,6,Yes,A person runs into their garage and begin dressing holding a bag. They grab the doorknob and leave.,bag;clothes;door;sweater,"A person runs into a garage and pulls clothes out of a bag. The person begins to get dressed and then runs back into the house.;Person walking into the garage, puts bag on car to pull out sweater and put it on before picking up the bag and going back into the house.",c141 0.00 4.20;c020 0.00 8.20;c148 4.10 15.70;c000 6.00 10.90;c006 0.00 5.10;c008 0.00 3.70;c023 0.00 8.70;c097 0.00 4.30;c002 2.50 8.90;c022 4.60 8.90;c021 2.10 6.50,18.67
8GXNA,YMXV,Bedroom,6,4,Yes,A person walks into the closet holding a bag full of clothes.  The person takes the clothes out and places them on the shelf before leaving the room.,bag;bed;chair;clothes;door,"A person is holding a bag then puts it on a bed and starts taking clothes out of it. They hang the clothes on a line and walk out through the door.;A person standing in a bedroom places a duffel bag on a bed and removes two articles of clothing, hangs them on a clothesline, then places the bag on a chair in the room. The person walks out of the room, closing the door.",c020 0.00 8.00;c022 5.00 10.00;c000 8.00 15.00;c006 28.00 33.00;c021 5.30 11.50;c023 0.00 2.90;c001 10.50 16.70;c002 7.80 13.10;c141 25.20 33.00;c004 8.40 17.50;c097 24.30 33.00,31.58
SFPJ7,YA10,Living room,6,7,Yes,A person is lying on the sofa with a blanket. Then they get up and put some groceries on the coffee table.,bag;blanket;food;groceries;sofa;table,"A person is sleeping on their sofa with a blanket over them. They get up, put the blanket aside, open a bag with some food and set it all on the table before walking away.;A person is lying on a couch with a blanket they get up get a bag and take some things out and put them on a coffee table and then they walk away.",c009 13.90 23.20;c021 13.80 20.20;c062 14.10 23.20;c023 13.10 18.50;c122 0.00 12.50;c130 12.90 27.50;c022 18.40 26.30;c063 13.20 27.50;c071 8.20 13.50;c070 0.00 13.30;c072 0.00 10.90;c154 9.50 16.60;c020 13.60 23.50;c146 4.50 11.30,28.71
O9L1K,C7O9,Bathroom,7,7,Yes,A person sitting on the toilet pulls a laptop from a book bag and the closes it. They put the bag on the ground.,bag;book;laptop,Person sitting on a toilet while grabbing his laptop from his back pack.,c047 10.60 32.00;c048 10.60 22.00;c021 3.30 19.20;c020 0.00 28.70,31.00
1HL2K,M80J,Bedroom,6,7,Yes,"A person is sitting next to a window, then grasps a shoe out of bag.",bag;clothes;shoe;window,"A person sitting looking out the window, grabs a bag and takes out shoes then goes back to looking out the window.",c092 0.00 6.00;c056 6.50 16.50;c020 1.40 26.70;c021 1.70 11.70;c002 22.30 31.00,29.92
2LCLG,9Y7F,Bedroom,4,5,Yes,One person is leaving the bag and walking with a book to the stairs,bag;bed;book;doorway;hair,"A person is getting a bag off the bed. A person then takes out a book grabs it and goes up the stairs.;A person picks up a bag and throws the book from it on to a bed.  They pick up the book and leave the room, walking up a flight of stairs with it.",c026 19.10 32.00;c031 12.10 17.20;c020 3.30 22.50;c024 18.20 23.00;c030 9.50 20.00;c021 2.00 16.00;c097 20.80 26.80;c115 19.70 32.00;c144 20.50 26.10;c117 11.00 16.40,31.00
6UMSJ,HR43,Kitchen,6,7,Yes,A person is cooking on the stove and pouring something into a pot on the stove while talking on their phone.,bag;food;pan;phone;pot;stove,"A person is standing in front of a stove, takes food out of a bag, and pours it in to a pan. Afterwards, the man receives a phone call and answers it.;A person picks up a bag of food, reads the label and dumps the food into a pot on the stove.  The person then puts the bag down and answers a phone.",c015 0.00 39.00;c061 0.00 36.90;c063 0.00 6.20;c019 0.00 31.30;c147 8.00 39.00;c021 0.00 4.10;c062 3.40 24.90;c018 9.00 13.70,38.46
XOIEY,4I2W,Living room,6,6,Yes,"A person is on the ground rummaging through a large bag when they pull out a blanket and spread it across the ground. Another person is standing still above them, watching and eating an apple.",bag;blanket;floor;towel,A person takes some blankets out of a bag.,c073 13.60 31.00;c021 6.00 11.50;c127 23.00 31.00;c035 11.00 17.00;c034 20.80 27.20;c033 11.10 26.40,29.67
ENFL6,DJ17,Bedroom,6,6,Yes,"One person works on homework as another person holding a bag puts a blanket into it, then throws the bag down.",bag;bed;blanket;clothes;homework;paper;shelf,A person is taking things off of a shelf and packing a bag while another person sits on the bed doing homework.;A person is taking some clothes off of a shelf and placing them in a bag. Another person is sitting on a bed doing homework.,c145 0.00 34.00;c020 3.60 26.60;c021 4.60 10.40;c022 3.90 18.60;c001 1.30 24.30;c135 0.00 34.00;c002 1.30 24.90;c023 2.80 7.60;c071 4.60 12.80,32.75
J3ZQS,2RTW,Living room,6,6,Yes,A person opens a bag and puts their homework inside. The person takes a drink of their coffee and leaves the room.,backpack;bag;book;coffee;cup;glass;homework;paper;sofa;table,"A person sitting on a sofa grabs a backpack and takes out their homework. The person tidies the homework and puts in the bag. The person drinks from a cup of coffee, and then grabs the bag and leaves the room.;There is a person sitting on a sofa with a bag.  That person takes homework out of the bag and puts it back.  That same person drinks coffee from a mug.;A person sitting on a sofa takes a book out of a bag and puts it and some homework from a table in front of them back into the bag. They take a sip of coffee and then leave.",c115 11.50 21.10;c123 0.00 34.00;c154 29.60 36.70;c106 25.90 33.80;c110 25.10 29.90;c116 4.60 24.30;c145 8.50 23.10;c023 0.00 4.10;c117 5.80 11.20;c021 1.30 7.50;c009 28.80 34.00;c011 0.00 35.40;c116 18.10 27.00,39.00
MX9XB,8IB8,Bedroom,6,4,Yes,Person is sitting on chair opening bag of candy then starts throwing it at vacuum cleaner.,bag;chair;floor;food;vacuum,Person throwing food out of a bag at a vacuum while dancing around fast.;A person holds a bag of food and throws things at a vacuum cleaner before throwing the bag and walking away.,c020 0.00 34.60;c024 27.80 34.60;c064 28.30 36.00;c126 0.00 36.00;c021 0.00 4.10;c061 0.00 36.00,35.42
3QXPC,KFGP,Bathroom,7,7,Yes,"A person is in a bathroom putting medicine in a bag, they then grasp the doorknob and walk through the doorway.",bag;closet/cabinet;door;medicine,"A person walks into the bathroom and closes the door. They take a bag from the cabinet, place medicine in the bag, and leave.",c020 14.30 35.00;c023 11.70 19.10;c097 0.60 7.00;c021 17.50 24.40;c141 3.00 9.50;c006 2.10 8.30;c008 0.00 5.90;c113 8.30 15.20;c112 14.40 20.70,34.21
C4MP2,T7C3,Stairs,7,7,Yes,A person is working on their homework on the stairs. The person takes a sandwich from their bag and stands up then begins leaving.,bag;book;paper;sandwich;stairs,"The person is sitting on the stairs reading a book, they then set the book down and pull am object from a bag.;A person is sitting on the stairs reading. They close their book and sit it down. They then pick up a bag and take something out of it.",c020 26.10 39.00;c021 29.00 38.10;c023 24.40 35.10;c116 22.10 32.20;c115 0.00 29.50;c145 0.00 28.00;c026 0.00 28.90;c069 29.00 36.00;c067 32.00 39.00;c032 0.00 27.00,38.17
HHCFO,2RTW,Living room,6,6,Yes,"A person holding a homework book sits on a small bench in the hall. They close the book after a few moments and put it into the backpack on the floor. They shoulder the backpack and walk out, flipping off the hall light as they pass.",bag;book;door;homework;light;paper;table,"A person is sitting down doing homework  they then put their homework away in a backpack, turn off the light and walk out the door.;A person is sitting on a table doing their homework. They close it and put it in their backpack. They put on their backpack and turn off the lights. They open the door, walk out and close it.",c032 9.70 17.30;c145 0.00 12.20;c154 13.00 18.30;c026 0.00 25.00;c116 9.20 25.80;c105 25.90 32.60;c010 0.00 17.80;c006 29.60 35.00;c008 28.30 33.50;c141 28.40 33.00;c097 29.50 34.30;c021 15.90 30.40;c115 0.00 19.70;c020 15.50 35.00,33.96
6N2ZB,A8P9,Living room,6,7,Yes,A person is watching a bag of groceries then begins to play with the food on the sofa.,bag;food;groceries;sofa,A person is taking food out of a bag while sitting on a couch.,c123 0.00 20.00;c021 1.00 9.00;c062 2.40 20.00;c063 2.50 13.10;c130 3.30 13.10,18.88
39T0D,UD06,Garage,6,6,Yes,"A person was looking for cooking utensils in the garage.  The person didn't find any, but did find an old bag with some dusty pictures in it.  The person started sneezing because of all the dust.",bag;box;paper/notebook;picture,A person is in a garage looking through a bag of pictures and sneezes.,c084 11.80 35.00;c021 7.60 16.00;c153 17.30 33.50;c041 0.00 7.40;c117 12.50 28.90,33.58
VEX8Z,0KZ7,Stairs,3,5,Yes,A person is standing near a flight of stairs eating food out of a bag by a open window.,bag;food;window,"A  person stands at the bottom of the stairs eating food from a bag, and looking out the window.",c092 0.00 25.00;c063 0.00 25.00;c020 0.00 25.00;c061 0.00 25.00;c021 0.00 25.00,23.71
0Z36L,YMXV,Bedroom,5,7,Yes,Person is undressing and putting clothes in bag then hangs bag on door knob then starts sneezing by window.,bag;clothes;door;window,"A person is putting clothing into a bag and zipping the bag up. Then they pick up the bag and sling it over their shoulder. Then they walk over to a doorway, but not through it. After that they walk over to a window and look out.",c092 22.40 32.00;c001 0.00 6.80;c022 28.70 32.00;c141 17.20 23.50;c000 0.60 32.00;c021 0.00 32.00;c020 8.90 32.00;c002 0.00 5.50,30.71
QS6O1,PO5L,Kitchen,4,5,Yes,A person pours liquid into a cup then begins drinking it. Then the person puts food from the pantry into a bag.,bag;cup;food;glass,A person drinks from a glass and then puts food in a bag.,c020 12.00 24.90;c106 2.90 15.90;c064 14.00 25.00;c022 19.50 24.80;c023 15.40 20.40;c108 4.60 11.00;c021 16.40 22.60,24.33
A3Y9O,4OHY,Dining room,7,7,Yes,A person in their dining room is putting some groceries onto the floor. They grab a towel and start leaving the room.,bag;chair;clothes;doorway;floor;groceries;towel,"The person took vegetables out of a plastic bag and then placed them onto the floor. The person then took a towel off of a chair and then walked out of the room with it.;Person takes toys out of bag and sets bag and toys onto ground, then picks up towel off of chair and walks out of the room.",c033 15.70 29.00;c130 5.60 14.70;c020 0.00 7.40;c021 0.00 5.90;c022 7.60 14.60;c002 15.00 23.30;c000 15.60 29.00;c097 24.50 29.00;c023 0.00 29.00;c126 4.80 15.60,28.46
KFD4I,6RE8,Living room,7,4,Yes,Person begins removing and drinking beers stashed in a bag.  Once complete he begins tidying up the room while watching television.,bag;clothe;desk;glass;table;television;water,A person puts some clothes down and pours some water into a glass before cleaning the desk.;Person takes water out of bag put it on the table after pouring some water in the glass and drinking it.,c106 20.50 31.00;c009 16.10 22.20;c009 11.50 16.30;c020 0.00 4.70;c012 21.30 30.90;c021 0.00 4.00;c109 11.50 16.30,30.38
ZCH1J,DBGJ,Dining room,7,7,Yes,A person is sitting holding a laptop while eating next to a refrigerator.,bag;food;laptop;refrigerator,A person is sitting down and opening a bag of chips. They have a laptop on their lap that they are looking at while they eat.,c047 0.00 46.00;c051 0.00 46.00;c156 2.50 46.00;c021 0.00 8.00;c061 0.00 15.60;c061 14.50 23.20,44.58
2VCOB,1OHU,Pantry,7,7,Yes,A person is opening a sandwich bag in the pantry then starts closing the refrigerator nearby.,bag;closet;door;fridge;refrigerator,A person reaches into a cabinet and pulls a bag out. The person then closes the fridge door;A person reached in a closet and took out a plastic bag and looked in it. The person then walked to the refrigerator and closed it's door.,c020 4.30 27.00;c021 4.70 13.70;c023 0.00 8.30;c006 19.00 26.10;c142 19.00 26.10,25.71
GC7L9,6RE8,Bedroom,7,6,Yes,A person goes to the window and opens it. Then the person turns and starts grasping groceries off the counter.,bag;curtain;objects;shelf;window,"Person walks in room, opens curtain, opens window, spread arm out, walks to shelf, grab plastic bag, place objects in bag.;Person walks in room, opens curtain and window. Then looks out window and opens arm. Then walks over to shelf, picks up clear bag and put things in it.",c090 4.10 14.50;c020 19.10 35.00;c021 19.10 26.00;c023 19.10 35.00,33.67
MZK2X,KFGP,Recreation room / Man cave,6,7,Yes,A person is pouring things out of his bag. The person grabs the camera that falls out of the bag and takes a picture.,bag;camera;phone;picture;towel,A person dumps a towel and a camera out of a bag and then takes a picture with the camera.;A person is emptying a bag and finds a camera.,c015 14.70 28.10;c021 1.90 7.00;c087 18.60 27.80;c016 15.60 28.20;c018 12.90 18.30,27.83
