0QMGP,c049,287,508,29.904,c049 9.60 17.00
0RJKT,c015,385,700,25.0,c015 15.40 28.00
0RROG,c103,0,254,24.0,c103 0.00 10.60
0SBT3,c065,0,153,30.0,c065 0.00 5.10
0SBT3,c069,0,108,30.0,c069 0.00 3.60
0SE6A,c046,405,653,29.97002997,c046 13.50 21.80
0TXYV,c015,130,445,29.452,c015 4.40 15.10
0UBYY,c015,180,329,10.272,c015 17.50 32.00
0UBYY,c019,177,327,10.272,c019 17.20 31.80
0UQU6,c134,0,75,29.9166666667,c134 0.00 2.50
0VOQC,c015,0,136,15.075,c015 0.00 9.00
0VOQC,c065,181,312,15.075,c065 12.00 20.70
0VOQC,c069,363,437,15.075,c069 24.10 29.00
0XP8L,c142,212,469,29.88,c142 7.10 15.70
0XP8L,c143,158,382,29.88,c143 5.30 12.80
0XV7B,c019,0,296,8.0,c019 0.00 37.00
0YOXV,c015,0,926,29.868,c015 0.00 31.00
0YTSJ,c065,981,1140,30.0,c065 32.70 38.00
0YTSJ,c069,921,1089,30.0,c069 30.70 36.30
0ZC7L,c015,655,1086,27.856,c015 23.50 39.00
107YZ,c015,90,309,29.97002997,c015 3.00 10.30
107YZ,c133,0,611,29.97002997,c133 0.00 20.40
107YZ,c134,0,719,29.97002997,c134 0.00 24.00
10INO,c015,1692,2640,30.0,c015 56.40 88.00
10J88,c015,0,341,16.259,c015 0.00 21.00
119W9,c142,105,242,25.0,c142 4.20 9.70
119X3,c015,336,471,29.97002997,c015 11.20 15.70
11HOM,c015,0,270,29.97002997,c015 0.00 9.00
11TTU,c015,351,577,29.0,c015 12.10 19.90
12QGZ,c015,0,900,30.0,c015 0.00 30.00
12VVC,c060,0,501,30.0,c060 0.00 16.70
13AUQ,c065,0,583,29.9166666667,c065 0.00 19.50
14A2O,c065,0,204,30.0,c065 0.00 6.80
14JPP,c134,12,621,30.0,c134 0.40 20.70
14TJT,c065,0,899,29.97002997,c065 0.00 30.00
14Z7D,c065,0,900,30.0,c065 0.00 30.00
15FVJ,c134,321,840,30.0,c134 10.70 28.00
16IDQ,c015,132,360,30.0,c015 4.40 12.00
16KTS,c143,620,929,29.97002997,c143 20.70 31.00
16OAM,c046,584,746,29.97002997,c046 19.50 24.90
16S3C,c015,394,605,27.372,c015 14.40 22.10
16S3C,c065,0,400,27.372,c065 0.00 14.60
170OQ,c015,0,927,29.898,c015 0.00 31.00
170OQ,c065,0,544,29.898,c065 0.00 18.20
17RPG,c065,448,533,16.159,c065 27.70 33.00
18FTZ,c065,648,825,25.0,c065 25.90 33.00
18HFG,c015,3,693,29.626,c015 0.10 23.40
18IDK,c134,0,900,30.0,c134 0.00 30.00
19BHU,c015,0,300,10.0,c015 0.00 30.00
19BHU,c019,0,291,10.0,c019 0.00 29.10
19MUM,c121,0,175,25.0,c121 0.00 7.00
19SJ6,c121,0,960,30.0,c121 0.00 32.00
1BVUA,c133,174,552,30.0,c133 5.80 18.40
1BVUA,c134,0,930,30.0,c134 0.00 31.00
1C6P3,c065,21,258,30.0,c065 0.70 8.60
1DGC9,c015,355,602,25.0,c015 14.20 24.10
1DL0E,c015,408,960,30.0,c015 13.60 32.00
1DW7H,c015,0,798,25.0,c015 0.00 31.90
1E7VU,c015,63,959,29.97002997,c015 2.10 32.00
1ERM9,c015,429,930,30.0,c015 14.30 31.00
1ES35,c015,0,510,30.0,c015 0.00 17.00
1ESKX,c015,435,992,29.97002997,c015 14.50 33.10
1EX1G,c015,52,700,25.0,c015 2.10 28.00
1FGXJ,c065,0,352,23.976023976,c065 0.00 14.70
1FPW9,c133,72,387,29.97002997,c133 2.40 12.90
1FPW9,c134,0,195,29.97002997,c134 0.00 6.50
1G2QC,c015,810,1050,30.0,c015 27.00 35.00
1GKWJ,c015,0,659,29.97002997,c015 0.00 22.00
1H6PS,c065,0,204,29.97002997,c065 0.00 6.80
1HAYV,c065,0,129,30.0,c065 0.00 4.30
1IIS5,c142,171,387,30.0,c142 5.70 12.90
1IIS5,c143,120,294,30.0,c143 4.00 9.80
1J3I0,c046,0,187,24.0,c046 0.00 7.80
1J3I0,c049,55,170,24.0,c049 2.30 7.10
1K0SU,c065,162,911,28.473,c065 5.70 32.00
1KJI0,c143,198,396,29.97002997,c143 6.60 13.20
1L220,c015,276,1936,15.011,c015 18.40 129.00
1LARL,c069,108,306,29.97002997,c069 3.60 10.20
1LKPL,c015,0,457,13.048,c015 0.00 35.00
1N1UT,c065,0,929,29.97002997,c065 0.00 31.00
1NDVD,c015,0,318,29.97002997,c015 0.00 10.60
1NYKM,c134,719,863,23.976023976,c134 30.00 36.00
1OIPY,c065,534,927,30.0,c065 17.80 30.90
1OIPY,c069,432,648,30.0,c069 14.40 21.60
1OVB8,c015,0,288,12.0,c015 0.00 24.00
1SJQX,c015,0,429,29.97002997,c015 0.00 14.30
1SLTT,c015,0,450,30.0,c015 0.00 15.00
1SVJS,c065,0,130,24.0,c065 0.00 5.40
1WI77,c015,0,719,23.976023976,c015 0.00 30.00
1WLKW,c065,0,450,30.0,c065 0.00 15.00
1WWJZ,c121,770,1199,29.97002997,c121 25.70 40.00
1WWJZ,c142,297,506,29.97002997,c142 9.90 16.90
1WWJZ,c143,15,243,29.97002997,c143 0.50 8.10
1X765,c015,0,1140,30.0,c015 0.00 38.00
1X765,c065,0,810,30.0,c065 0.00 27.00
1YAYG,c121,152,1135,29.865,c121 5.10 38.00
1YC83,c065,0,539,59.9400599401,c065 0.00 9.00
1YC83,c069,0,539,59.9400599401,c069 0.00 9.00
20WZU,c065,0,98,15.074,c065 0.00 6.50
21A0W,c065,0,960,30.0,c065 0.00 32.00
23YS1,c060,728,1075,25.0,c060 29.10 43.00
24B2K,c065,222,626,29.97002997,c065 7.40 20.90
24B2K,c069,150,360,29.97002997,c069 5.00 12.00
24SKP,c019,108,253,10.989010989,c019 9.80 23.00
24XHS,c142,542,650,20.0,c142 27.10 32.50
24XHS,c143,406,526,20.0,c143 20.30 26.30
25YVM,c121,51,215,29.919,c121 1.70 7.20
25YVM,c121,329,796,29.919,c121 11.00 26.60
26YPV,c103,0,360,16.383,c103 0.00 22.00
27IOX,c015,0,990,30.0,c015 0.00 33.00
27JQL,c065,531,723,30.0,c065 17.70 24.10
27SS2,c134,0,364,25.4416961131,c134 0.00 14.30
282ZZ,c065,555,786,30.0,c065 18.50 26.20
282ZZ,c069,579,795,30.0,c069 19.30 26.50
29757,c134,0,701,29.97002997,c134 0.00 23.40
297S4,c060,186,795,30.0,c060 6.20 26.50
2C253,c015,0,588,24.0,c015 0.00 24.50
2ECXI,c046,455,632,29.9364224138,c046 15.20 21.10
2ECXI,c049,518,662,29.9364224138,c049 17.30 22.10
2ECXI,c134,63,242,29.9364224138,c134 2.10 8.10
2G59W,c015,0,118,14.985014985,c015 0.00 7.90
2G6A8,c015,0,602,29.97002997,c015 0.00 20.10
2GF6R,c065,108,575,25.0,c065 4.30 23.00
2GF6R,c069,0,105,25.0,c069 0.00 4.20
2GQDN,c065,635,929,29.97002997,c065 21.20 31.00
2GRGY,c142,274,359,10.0,c142 27.40 35.90
2GRGY,c143,0,79,10.0,c143 0.00 7.90
2H9YB,c103,45,517,22.669,c103 2.00 22.80
2HAMN,c134,0,767,23.976023976,c134 0.00 32.00
2I871,c015,0,447,30.0,c015 0.00 14.90
2I871,c019,0,438,30.0,c019 0.00 14.60
2IS9G,c134,314,726,28.5833333333,c134 11.00 25.40
2J4MA,c143,184,309,14.9950016661,c143 12.30 20.60
2JP64,c065,423,656,29.97002997,c065 14.10 21.90
2JP64,c069,330,656,29.97002997,c069 11.00 21.90
2JT00,c069,387,563,29.97002997,c069 12.90 18.80
2JTRG,c065,0,990,30.0,c065 0.00 33.00
2L6E2,c142,1133,1439,59.9400599401,c142 18.90 24.00
2L6E2,c143,210,539,59.9400599401,c143 3.50 9.00
2LMQF,c065,0,290,25.0,c065 0.00 11.60
2LMQF,c069,432,580,25.0,c069 17.30 23.20
2LTCY,c015,267,879,30.0,c015 8.90 29.30
2M2O6,c015,0,739,23.846,c015 0.00 31.00
2M9YL,c065,321,558,30.0,c065 10.70 18.60
2M9YL,c069,315,471,30.0,c069 10.50 15.70
2MR5K,c049,177,297,18.25,c049 9.70 16.30
2MURI,c015,0,390,29.97002997,c015 0.00 13.00
2N5VN,c065,0,381,23.976023976,c065 0.00 15.90
2O5NR,c015,0,228,12.0,c015 0.00 19.00
2O5NR,c134,0,228,12.0,c134 0.00 19.00
2O6RB,c143,66,399,29.97002997,c143 2.20 13.30
2OWA8,c049,186,911,59.9400599401,c049 3.10 15.20
2OY8R,c065,60,216,30.009,c065 2.00 7.20
2P2ZC,c103,0,597,29.4166666667,c103 0.00 20.30
2P6ZP,c015,0,201,29.97002997,c015 0.00 6.70
2P6ZP,c065,590,749,29.97002997,c065 19.70 25.00
2Q2LA,c142,141,197,9.965,c142 14.10 19.80
2Q2LA,c143,85,147,9.965,c143 8.50 14.80
2Q3ZJ,c015,545,881,29.97002997,c015 18.20 29.40
2Q3ZJ,c019,539,866,29.97002997,c019 18.00 28.90
2R13Z,c015,0,960,30.0,c015 0.00 32.00
2R13Z,c019,0,960,30.0,c019 0.00 32.00
2RU6J,c015,0,750,30.0,c015 0.00 25.00
2RU6J,c019,12,750,30.0,c019 0.40 25.00
2S6V7,c049,283,324,7.65600433722,c049 37.00 42.30
2U0GH,c121,400,825,25.0,c121 16.00 33.00
2VCOB,c142,569,782,29.97002997,c142 19.00 26.10
2WGSN,c111,240,548,29.97002997,c111 8.00 18.30
2WGSN,c121,465,812,29.97002997,c121 15.50 27.10
2XG25,c015,668,893,29.97002997,c015 22.30 29.80
2XG25,c133,0,330,29.97002997,c133 0.00 11.00
2YO6G,c142,189,330,29.97002997,c142 6.30 11.00
2YO6G,c143,0,150,29.97002997,c143 0.00 5.00
2Z2CS,c015,0,930,30.013,c015 0.00 31.00
2Z8HO,c015,169,480,14.985014985,c015 11.30 32.00
2ZBL5,c015,499,744,24.0,c015 20.80 31.00
2ZFNL,c133,0,78,29.888,c133 0.00 2.60
2ZFNL,c134,0,628,29.888,c134 0.00 21.00
2ZG3U,c143,383,514,23.9166666667,c143 16.00 21.50
30PG2,c015,666,819,30.0,c015 22.20 27.30
313G8,c015,0,827,29.97002997,c015 0.00 27.60
327L5,c015,566,1202,29.97002997,c015 18.90 40.10
34IUI,c133,40,104,7.509,c133 5.30 13.90
34OT4,c015,0,963,30.012,c015 0.00 32.10
35P3Q,c121,0,243,30.0,c121 0.00 8.10
35P3Q,c121,150,351,30.0,c121 5.00 11.70
36VYU,c015,0,704,28.166,c015 0.00 25.00
370X8,c015,0,930,30.0,c015 0.00 31.00
370X8,c019,0,930,30.0,c019 0.00 31.00
3731F,c142,765,938,29.313,c142 26.10 32.00
3731F,c143,510,692,29.313,c143 17.40 23.60
38I4G,c015,0,780,30.0,c015 0.00 26.00
38T9C,c065,216,414,30.011,c065 7.20 13.80
39LQ8,c049,54,258,30.0,c049 1.80 8.60
39SXL,c065,198,906,30.0,c065 6.60 30.20
3AE3T,c049,35,118,16.6666666667,c049 2.10 7.10
3AEF5,c060,483,931,30.0200133422,c060 16.10 31.00
3AHLN,c060,246,839,59.9400599401,c060 4.10 14.00
3AHLN,c103,402,779,59.9400599401,c103 6.70 13.00
3B81O,c121,171,665,29.97002997,c121 5.70 22.20
3CPVF,c015,0,930,30.0,c015 0.00 31.00
3CPVF,c134,480,930,30.0,c134 16.00 31.00
3DNW1,c019,0,286,14.309,c019 0.00 20.00
3EIRZ,c065,5,255,25.0,c065 0.20 10.20
3FEYY,c111,0,480,30.0,c111 0.00 16.00
3FEYY,c121,0,489,30.0,c121 0.00 16.30
3FMAS,c015,0,1139,29.97002997,c015 0.00 38.00
3G4PN,c015,0,816,24.0,c015 0.00 34.00
3GFIC,c046,388,540,25.0,c046 15.50 21.60
3GFIC,c049,360,530,25.0,c049 14.40 21.20
3GNH7,c069,191,388,27.3333333333,c069 7.00 14.20
3HUXR,c134,0,1196,29.97002997,c134 0.00 39.90
3IJGQ,c065,0,429,30.0,c065 0.00 14.30
3MAY9,c015,135,608,29.97002997,c015 4.50 20.30
3MLVF,c142,386,509,24.0,c142 16.10 21.20
3MLVF,c143,276,398,24.0,c143 11.50 16.60
3MWAY,c142,529,705,29.88,c142 17.70 23.60
3MWAY,c143,233,427,29.88,c143 7.80 14.30
3NE5P,c015,362,957,29.9166666667,c015 12.10 32.00
3QGLU,c015,289,964,29.753,c015 9.70 32.40
3QGLU,c142,875,1041,29.753,c142 29.40 35.00
3QGLU,c143,86,289,29.753,c143 2.90 9.70
3RN5M,c015,0,420,29.97002997,c015 0.00 14.00
3TV9E,c121,0,240,29.97002997,c121 0.00 8.00
3WD4E,c049,762,900,25.0,c049 30.50 36.00
3ZC4Y,c142,515,746,29.97002997,c142 17.20 24.90
3ZC4Y,c143,453,650,29.97002997,c143 15.10 21.70
3ZHEX,c065,177,352,24.302,c065 7.30 14.50
3ZOI4,c015,0,306,29.97002997,c015 0.00 10.20
406LH,c065,177,522,30.0,c065 5.90 17.40
40F42,c133,0,243,30.0,c133 0.00 8.10
40F42,c134,0,225,30.0,c134 0.00 7.50
417RA,c133,48,396,29.97002997,c133 1.60 13.20
417RA,c134,0,321,29.97002997,c134 0.00 10.70
41GXC,c143,276,388,14.0,c143 19.70 27.70
41SB2,c060,60,330,29.97002997,c060 2.00 11.00
41SB2,c103,90,300,29.97002997,c103 3.00 10.00
41ZY4,c065,429,869,29.97002997,c065 14.30 29.00
42E9I,c142,744,816,24.0,c142 31.00 34.00
42MC3,c065,462,625,25.0,c065 18.50 25.00
42PMR,c142,888,1000,25.0,c142 35.50 40.00
42PMR,c143,568,762,25.0,c143 22.70 30.50
42SEP,c015,0,780,30.0,c015 0.00 26.00
432NL,c142,150,223,11.0,c142 13.60 20.30
432NL,c143,23,82,11.0,c143 2.10 7.50
43UDQ,c019,0,725,25.0,c019 0.00 29.00
43UDQ,c065,32,392,25.0,c065 1.30 15.70
43UGG,c065,88,510,29.333,c065 3.00 17.40
43UGG,c069,0,167,29.333,c069 0.00 5.70
44HW5,c015,276,960,30.0,c015 9.20 32.00
44Y6S,c015,267,1190,28.685,c015 9.30 41.50
450TW,c019,764,956,29.863,c019 25.60 32.00
45P7D,c046,785,1133,59.9400599401,c046 13.10 18.90
45P7D,c049,1043,1259,59.9400599401,c049 17.40 21.00
46Z16,c015,63,1464,29.87,c015 2.10 49.00
46Z16,c019,12,1464,29.87,c019 0.40 49.00
472B0,c133,27,378,30.0,c133 0.90 12.60
472B0,c134,0,261,30.0,c134 0.00 8.70
472EJ,c142,222,281,9.977,c142 22.30 28.20
472EJ,c143,180,280,9.977,c143 18.00 28.10
47ZXN,c060,555,948,30.0,c060 18.50 31.60
47ZXN,c103,585,903,30.0,c103 19.50 30.10
481PN,c015,237,929,29.97002997,c015 7.90 31.00
485G9,c015,242,957,29.914,c015 8.10 32.00
490S2,c015,363,677,29.97002997,c015 12.10 22.60
493WS,c142,421,543,27.1666666667,c142 15.50 20.00
493WS,c143,204,364,27.1666666667,c143 7.50 13.40
4AQZ2,c142,344,440,15.1666666667,c142 22.70 29.00
4AQZ2,c143,93,434,15.1666666667,c143 6.10 28.60
4C4LC,c065,0,451,15.079,c065 0.00 29.90
4C5S6,c143,584,791,29.97002997,c143 19.50 26.40
4CAHN,c142,497,612,25.0,c142 19.90 24.50
4CAHN,c143,435,580,25.0,c143 17.40 23.20
4DWGO,c015,0,295,25.0,c015 0.00 11.80
4EDGW,c019,358,645,29.57,c019 12.10 21.80
4EM25,c015,0,96,29.97002997,c015 0.00 3.20
4FAWP,c015,599,959,29.97002997,c015 20.00 32.00
4FGLC,c069,0,647,29.936,c069 0.00 21.60
4FTT5,c015,275,1270,15.011,c015 18.30 84.60
4FW7I,c065,0,960,30.0,c065 0.00 32.00
4FXUI,c046,1028,1242,29.364,c046 35.00 42.30
4GCPM,c142,165,402,29.97002997,c142 5.50 13.40
4GCPM,c143,78,297,29.97002997,c143 2.60 9.90
4GWNV,c015,54,192,15.0,c015 3.60 12.80
4HMTY,c015,58,207,14.985014985,c015 3.90 13.80
4JWAH,c015,423,959,29.97002997,c015 14.10 32.00
4KOBZ,c065,0,156,24.0,c065 0.00 6.50
4KZHT,c065,38,902,29.1,c065 1.30 31.00
4MGUQ,c121,0,225,27.786,c121 0.00 8.10
4N5P9,c015,0,728,29.97002997,c015 0.00 24.30
4O9A6,c060,0,758,29.97002997,c060 0.00 25.30
4O9A6,c103,0,650,29.97002997,c103 0.00 21.70
4RLYA,c111,0,166,16.606,c111 0.00 10.00
4RLYA,c111,141,322,16.606,c111 8.50 19.40
4RLYA,c121,22,402,16.606,c121 1.30 24.20
4RVZB,c015,302,420,14.9399899143,c015 20.20 28.10
4SGC9,c015,0,642,30.0,c015 0.00 21.40
4SGC9,c143,510,930,30.0,c143 17.00 31.00
4UT8K,c015,552,807,30.0,c015 18.40 26.90
4UYGY,c015,548,929,29.97002997,c015 18.30 31.00
4UYGY,c134,0,614,29.97002997,c134 0.00 20.50
4VCHD,c065,231,453,30.0,c065 7.70 15.10
4VODV,c065,892,1074,29.826,c065 29.90 36.00
4WUNC,c065,768,1156,29.645,c065 25.90 39.00
4WUNC,c069,694,907,29.645,c069 23.40 30.60
4WUNC,c142,169,421,29.645,c142 5.70 14.20
4WUNC,c143,0,199,29.645,c143 0.00 6.70
4Y1AW,c015,0,875,25.0,c015 0.00 35.00
4Y1AW,c019,0,875,25.0,c019 0.00 35.00
4Z3PQ,c015,248,558,17.433,c015 14.20 32.00
4ZN66,c015,610,783,23.0242275514,c015 26.50 34.00
50N4E,c121,0,627,30.0,c121 0.00 20.90
51ZY5,c015,132,417,26.875,c015 4.90 15.50
52CKM,c134,0,345,30.0,c134 0.00 11.50
52D5Q,c015,0,213,30.0,c015 0.00 7.10
52D5Q,c019,0,192,30.0,c019 0.00 6.40
52MV9,c065,538,785,24.0198170732,c065 22.40 32.70
52MV9,c069,163,591,24.0198170732,c069 6.80 24.60
538JV,c015,0,539,29.97002997,c015 0.00 18.00
539EH,c015,303,1049,29.97002997,c015 10.10 35.00
54CFS,c065,0,959,29.97002997,c065 0.00 32.00
54VBR,c065,0,182,25.0,c065 0.00 7.30
55AH5,c134,453,780,30.0,c134 15.10 26.00
55NNF,c142,273,364,15.0,c142 18.20 24.30
55NNF,c143,222,320,15.0,c143 14.80 21.30
561H5,c065,387,564,30.0,c065 12.90 18.80
564DX,c142,77,202,24.0,c142 3.20 8.40
564DX,c143,0,142,24.0,c143 0.00 5.90
5657O,c015,0,482,15.068,c015 0.00 32.00
5657O,c060,243,482,15.068,c060 16.10 32.00
57J92,c065,235,950,25.0,c065 9.40 38.00
57WV7,c015,342,1284,30.0,c015 11.40 42.80
58YA5,c015,332,700,25.0,c015 13.30 28.00
59CDL,c065,0,990,30.0,c065 0.00 33.00
5AE54,c015,88,193,16.6666666667,c015 5.30 11.60
5AE54,c134,140,277,16.6666666667,c134 8.40 16.60
5AFC1,c065,714,1020,30.0,c065 23.80 34.00
5AFC1,c069,648,828,30.0,c069 21.60 27.60
5AYUN,c060,618,1173,30.0,c060 20.60 39.10
5C3NY,c065,0,678,30.0,c065 0.00 22.60
5CT0V,c015,0,300,30.0,c015 0.00 10.00
5DPC8,c015,814,888,24.0,c015 33.90 37.00
5E01W,c015,103,199,9.985,c015 10.30 19.90
5EDX4,c046,471,761,29.97002997,c046 15.70 25.40
5EDX4,c049,788,989,29.97002997,c049 26.30 33.00
5EFVR,c019,0,870,30.0,c019 0.00 29.00
5F1AW,c015,108,960,30.0,c015 3.60 32.00
5FDHU,c065,6,183,30.0,c065 0.20 6.10
5FSDB,c015,0,100,25.0,c015 0.00 4.00
5FSDB,c111,0,725,25.0,c111 0.00 29.00
5GEJS,c134,0,384,30.0,c134 0.00 12.80
5GK8W,c015,348,1103,59.9400599401,c015 5.80 18.40
5GK8W,c133,0,426,59.9400599401,c133 0.00 7.10
5GK8W,c134,0,384,59.9400599401,c134 0.00 6.40
5HJ2H,c015,0,990,30.0,c015 0.00 33.00
5HJ2H,c065,0,153,30.0,c065 0.00 5.10
5HOAV,c015,103,566,29.4663278272,c015 3.50 19.20
5HSKK,c015,0,960,30.0,c015 0.00 32.00
5I4UT,c134,0,1169,29.97002997,c134 0.00 39.00
5JIGM,c111,69,351,15.0,c111 4.60 23.40
5JIGM,c111,106,238,15.0,c111 7.10 15.90
5JIGM,c121,42,246,15.0,c121 2.80 16.40
5JIGM,c143,264,357,15.0,c143 17.60 23.80
5K0KJ,c015,539,899,29.97002997,c015 18.00 30.00
5KZLW,c015,0,960,30.0,c015 0.00 32.00
5L04F,c065,372,886,29.525483304,c065 12.60 30.00
5L09N,c015,450,1199,29.97002997,c015 15.00 40.00
5LAQN,c065,314,766,29.9166666667,c065 10.50 25.60
5M9JX,c065,75,264,29.97002997,c065 2.50 8.80
5MRPU,c015,703,1073,29.5514511873,c015 23.80 36.30
5MSZP,c065,33,237,29.97002997,c065 1.10 7.90
5N7DP,c015,0,993,29.21,c015 0.00 34.00
5N7DP,c019,704,993,29.21,c019 24.10 34.00
5NE5A,c015,0,869,29.97002997,c015 0.00 29.00
5NE5A,c060,390,869,29.97002997,c060 13.00 29.00
5NF0R,c015,720,945,30.0,c015 24.00 31.50
5NG8W,c015,891,990,30.0,c015 29.70 33.00
5OIQ7,c015,0,133,16.641,c015 0.00 8.00
5OIQ7,c134,0,145,16.641,c134 0.00 8.70
5OLVC,c121,203,560,28.5817060637,c121 7.10 19.60
5OLVC,c142,775,903,28.5817060637,c142 27.10 31.60
5OLVC,c143,660,852,28.5817060637,c143 23.10 29.80
5P6HZ,c015,0,959,29.97002997,c015 0.00 32.00
5Q6N6,c015,108,617,29.97002997,c015 3.60 20.60
5Q8C7,c015,845,929,29.97002997,c015 28.20 31.00
5S587,c015,368,745,24.044,c015 15.30 31.00
5SJ89,c015,0,767,23.976023976,c015 0.00 32.00
5U70R,c046,773,1019,29.97002997,c046 25.80 34.00
5V5EL,c015,0,330,30.0,c015 0.00 11.00
5V8WH,c015,0,952,29.755,c015 0.00 32.00
5V8WH,c019,0,952,29.755,c019 0.00 32.00
5VINT,c015,0,915,28.5833333333,c015 0.00 32.00
5VS8B,c134,0,111,29.97002997,c134 0.00 3.70
5X5DT,c046,88,197,8.26901874311,c046 10.60 23.80
5X6S7,c015,156,1810,59.9400599401,c015 2.60 30.20
5XAMJ,c015,480,990,30.0,c015 16.00 33.00
5XAMJ,c046,303,486,30.0,c046 10.10 16.20
5ZGRN,c069,52,293,15.1666666667,c069 3.40 19.30
5ZHOX,c142,635,821,29.97002997,c142 21.20 27.40
5ZHOX,c143,84,252,29.97002997,c143 2.80 8.40
5ZHUE,c121,139,819,24.831,c121 5.60 33.00
5ZRFL,c015,404,533,16.641,c015 24.30 32.00
5ZXA3,c046,622,800,25.0,c046 24.90 32.00
60W9B,c142,144,321,29.97002997,c142 4.80 10.70
60W9B,c143,54,228,29.97002997,c143 1.80 7.60
61BEP,c015,0,1095,29.6,c015 0.00 37.00
61FWZ,c121,0,557,29.97002997,c121 0.00 18.60
61RMD,c015,0,303,30.0,c015 0.00 10.10
61TMQ,c065,537,1044,29.827,c065 18.00 35.00
61WIS,c049,626,758,29.367,c049 21.30 25.80
61XR6,c060,480,761,21.742,c060 22.10 35.00
61XR6,c103,504,704,21.742,c103 23.20 32.40
62VEF,c065,279,392,15.073,c065 18.50 26.00
654CH,c015,0,959,29.97002997,c015 0.00 32.00
65M4K,c143,0,162,29.9166666667,c143 0.00 5.40
662ZU,c103,188,1074,29.8195390002,c103 6.30 36.00
673VM,c015,1564,2429,15.011,c015 104.20 161.80
67MSU,c142,568,775,25.0,c142 22.70 31.00
67MSU,c143,0,95,25.0,c143 0.00 3.80
67RSR,c133,132,501,30.0,c133 4.40 16.70
67RSR,c134,0,252,30.0,c134 0.00 8.40
68QO4,c065,534,765,30.0,c065 17.80 25.50
68QO4,c069,459,690,30.0,c069 15.30 23.00
69EK6,c019,0,956,29.97002997,c019 0.00 31.90
6AHBW,c065,0,225,30.0,c065 0.00 7.50
6AHBW,c069,0,126,30.0,c069 0.00 4.20
6ALEL,c065,518,675,25.0,c065 20.70 27.00
6ALEL,c069,482,608,25.0,c069 19.30 24.30
